Unique Lake,sampledate,Chla (µg/L),TP (µg/L),TN (µg/L)
CHNL12,2018-10-15,35.0,50.0,490.0
CHNL12,2018-11-15,51.0,80.0,20.0
CHNL12,2018-12-15,19.0,50.0,820.0
CHNL12,2019-01-15,12.0,40.0,760.0
CHNL12,2019-02-15,12.0,60.0,650.0
CHNL12,2019-03-15,29.0,20.0,860.0
CHNL12,2019-04-15,6.0,50.0,1640.0
CHNL12,2019-05-15,20.0,70.0,760.0
CHNL12,2019-06-15,21.0,50.0,580.0
CHNL12,2019-07-15,58.0,40.0,1150.0
CHNL12,2019-08-15,21.0,30.0,560.0
CHNL12,2019-09-15,6.0,50.0,520.0
CHNL12,2019-10-15,47.0,70.0,430.0
CHNL12,2019-11-15,25.0,50.0,1220.0
CHNL12,2019-12-15,29.0,40.0,240.0
CHNL12,2020-01-15,30.0,40.0,400.0
CHNL12,2020-02-15,20.0,160.0,1440.0
CHNL12,2020-03-15,10.0,30.0,100.0
CHNL12,2020-04-15,10.0,50.0,700.0
CHNL12,2020-05-15,10.0,70.0,790.0
CHNL12,2020-06-15,5.0,30.0,380.0
CHNL12,2020-07-15,5.0,28.0,840.0
CHNL12,2020-08-15,6.0,27.0,400.0
CHNL12,2020-09-15,14.0,31.0,360.0
CHNL12,2020-10-15,7.0,32.0,350.0
CHNL12,2020-11-15,14.0,31.0,420.0
CHNL12,2020-12-15,11.0,25.0,970.0
CHNL12,2021-01-15,10.0,80.0,640.0
CHNL12,2021-02-15,20.0,74.0,500.0
CHNL12,2021-03-15,5.0,61.0,1000.0
CHNL12,2021-04-15,23.0,35.0,590.0
CHNL12,2021-05-15,4.0,46.0,860.0
CHNL12,2021-06-15,12.0,37.0,860.0
CHNL12,2021-07-15,15.0,35.0,640.0
CHNL12,2021-08-15,18.0,30.0,800.0
CHNL12,2021-09-15,14.0,34.0,540.0
CHNL12,2021-10-15,14.0,25.0,1090.0
CHNL12,2021-11-15,10.0,54.0,1590.0
CHNL12,2021-12-15,5.0,45.0,990.0
CHNL12,2022-01-15,1.0,46.0,820.0
CHNL12,2022-04-15,5.0,49.0,690.0
CHNL12,2022-07-15,11.0,41.0,830.0
CHNL12,2022-10-15,16.0,29.0,370.0
CHNL14,2018-01-15,10.0,50.0,1315.0
CHNL14,2018-02-15,9.5,20.0,1172.5
CHNL14,2018-03-15,14.5,55.0,1290.0
CHNL14,2018-05-15,8.0,35.0,1450.0
CHNL14,2018-06-15,34.0,70.0,985.0
CHNL14,2018-07-15,7.0,55.0,945.0
CHNL14,2018-08-15,13.0,65.0,935.0
CHNL14,2018-09-15,20.5,40.0,1155.0
CHNL14,2018-10-15,20.5,40.0,1060.0
CHNL14,2018-11-15,13.0,60.0,1035.0
CHNL14,2019-01-15,39.0,35.0,1045.0
CHNL14,2019-02-15,12.5,20.0,1070.0
CHNL14,2019-03-15,26.0,20.0,1105.0
CHNL14,2019-06-15,36.5,30.0,1110.0
CHNL14,2019-07-15,16.5,50.0,1070.0
CHNL14,2019-08-15,17.0,35.0,1200.0
CHNL14,2019-09-15,22.0,35.0,985.0
CHNL14,2019-11-15,13.0,30.0,1070.0
CHNL14,2020-01-15,25.0,20.0,840.0
CHNL14,2020-02-15,20.0,60.0,1160.0
CHNL14,2020-03-15,10.0,20.0,1315.0
CHNL14,2020-05-15,20.0,22.5,1405.0
CHNL14,2020-06-15,29.5,26.0,1290.0
CHNL14,2020-07-15,35.0,29.0,1285.0
CHNL14,2020-08-15,1.0,11.5,985.0
CHNL14,2020-09-15,3.0,17.0,985.0
CHNL14,2020-10-15,13.5,45.0,1245.0
CHNL14,2020-11-15,20.0,25.0,775.0
CHNL14,2020-12-15,31.0,20.0,860.0
CHNL14,2021-01-15,26.0,21.0,1080.0
CHNL14,2021-02-15,28.0,25.5,1485.0
CHNL14,2021-03-15,32.0,24.5,1045.0
CHNL14,2021-04-15,40.0,16.0,690.0
CHNL14,2021-05-15,34.0,24.5,1095.0
CHNL14,2021-06-15,36.5,28.5,1160.0
CHNL14,2021-07-15,39.5,30.5,1145.0
CHNL14,2021-08-15,35.5,43.0,1350.0
CHNL14,2021-09-15,26.0,30.5,945.0
CHNL14,2021-11-15,25.5,54.0,1300.0
CHNL14,2022-01-15,31.0,36.0,1490.0
CHNL14,2022-02-15,37.5,33.0,1570.0
CHNL14,2022-03-15,30.0,35.0,1515.0
CHNL14,2022-04-15,33.0,48.0,670.0
CHNL14,2022-05-15,53.0,26.5,1595.0
CHNL14,2022-06-15,45.5,23.5,1520.0
CHNL14,2022-07-15,40.0,29.5,1310.0
CHNL14,2022-08-15,17.5,24.5,960.0
CHNL14,2022-09-15,13.5,22.5,1004.9999999999999
CHNL14,2022-10-15,11.5,31.0,950.0
CHNL14,2022-11-15,8.5,29.5,1004.9999999999999
CHNL14,2022-12-15,6.0,20.0,1180.0
CHNL15,2005-01-15,6.7,196.0,1685.0
CHNL15,2005-02-15,3.735,142.5,2145.0
CHNL15,2005-03-15,4.205,113.0,1490.0
CHNL15,2005-04-15,5.87,240.5,2412.0
CHNL15,2005-05-15,15.74,295.5,2100.0
CHNL15,2005-06-15,52.66,334.0,3445.0
CHNL15,2005-07-15,7.57,94.0,1040.0
CHNL15,2005-08-15,4.025,160.0,1450.0
CHNL15,2005-09-15,6.2,140.0,1210.0
CHNL15,2005-10-15,3.68,153.0,1240.0
CHNL15,2005-11-15,6.125,173.5,1245.0
CHNL15,2005-12-15,9.555,197.5,2230.0
CHNL15,2006-01-15,10.35,190.5,1485.0
CHNL15,2006-02-15,6.8500000000000005,98.5,1535.0
CHNL15,2006-03-15,7.05,53.5,1670.0
CHNL15,2006-04-15,6.25,113.5,1985.0
CHNL15,2006-05-15,7.15,188.0,1485.0
CHNL15,2006-06-15,19.650000000000002,189.5,1875.0
CHNL15,2006-07-15,10.4,148.5,1810.0
CHNL15,2006-08-15,35.6,143.5,1915.0
CHNL15,2006-09-15,12.1,185.5,1370.0
CHNL15,2006-10-15,23.2,132.5,1425.0
CHNL15,2006-11-15,6.75,132.0,1265.0
CHNL15,2006-12-15,5.0,126.5,1455.0
CHNL15,2007-01-15,4.495,123.5,1555.0
CHNL15,2007-02-15,8.014999999999999,104.0,1445.0
CHNL15,2007-03-15,6.825,119.5,1540.0
CHNL15,2007-04-15,14.545,110.0,1765.0
CHNL15,2007-05-15,7.609999999999999,145.0,1565.0
CHNL15,2007-06-15,8.845,244.0,1735.0
CHNL15,2007-07-15,8.1,131.5,1460.0
CHNL15,2007-08-15,10.38,239.5,1100.0
CHNL15,2007-09-15,19.23,224.0,1305.0
CHNL15,2007-10-15,12.885,174.5,1115.0
CHNL15,2007-11-15,16.965,89.5,1240.0
CHNL15,2007-12-15,5.865,114.0,1225.0
CHNL15,2008-01-15,18.35,90.5,1525.0
CHNL15,2008-02-15,6.545,98.0,1515.0
CHNL15,2008-03-15,6.0,55.0,1715.0
CHNL15,2008-04-15,5.0,139.0,2495.0
CHNL15,2008-05-15,9.5,123.0,2155.0
CHNL15,2008-06-15,27.0,164.0,1510.0
CHNL15,2008-07-15,33.76,157.5,1765.0
CHNL15,2008-08-15,24.38,169.0,1710.0
CHNL15,2008-09-15,34.255,214.0,1440.0
CHNL15,2008-10-15,21.5,152.0,1345.0
CHNL15,2008-11-15,18.09,114.5,1350.0
CHNL15,2008-12-15,10.405,107.0,2025.0
CHNL15,2009-01-15,10.705,113.0,1180.0
CHNL15,2009-02-15,8.35,89.5,1075.0
CHNL15,2009-03-15,5.859999999999999,79.0,1605.0
CHNL15,2009-04-15,6.52,80.0,1705.0
CHNL15,2009-05-15,7.01,74.0,1330.0
CHNL15,2009-06-15,26.15,78.0,1835.0
CHNL15,2009-07-15,28.5,111.5,1775.0
CHNL15,2009-08-15,36.35,106.5,2115.0
CHNL15,2009-09-15,25.85,105.0,1385.0
CHNL15,2009-10-15,21.5,85.5,1020.0
CHNL15,2009-11-15,12.7,81.0,1400.0
CHNL15,2009-12-15,9.9,62.5,1325.0
CHNL15,2010-01-15,4.4,61.0,1635.0
CHNL15,2010-02-15,6.8999999999999995,60.5,1790.0
CHNL15,2010-03-15,9.0,77.5,1830.0
CHNL15,2010-04-15,15.5,77.5,1745.0
CHNL15,2010-05-15,17.0,50.5,1780.0
CHNL15,2010-06-15,17.0,99.5,1870.0
CHNL15,2010-07-15,10.0,104.0,1665.0
CHNL15,2010-08-15,18.724999999999998,123.5,1175.0
CHNL15,2010-09-15,12.695,116.5,1515.0
CHNL15,2010-10-15,14.735,129.5,1745.0
CHNL15,2010-11-15,9.575,79.0,1480.0
CHNL15,2010-12-15,2.49,96.5,1275.0
CHNL15,2011-01-15,1.1,124.5,1175.0
CHNL15,2011-02-15,0.7,101.0,1100.0
CHNL15,2011-03-15,0.8,72.0,1790.0
CHNL15,2011-04-15,7.760000000000001,109.5,2075.0
CHNL15,2011-05-15,18.15,126.5,2380.0
CHNL15,2011-06-15,9.870000000000001,107.5,1740.0
CHNL15,2011-07-15,17.95,121.5,2400.0
CHNL15,2011-08-15,38.85,111.5,1260.0
CHNL15,2011-09-15,12.65,173.0,2115.0
CHNL15,2011-10-15,11.530000000000001,91.0,1145.0
CHNL15,2011-11-15,8.825,84.5,1843.0
CHNL15,2011-12-15,9.4,93.0,1630.0
CHNL15,2012-01-15,18.950000000000003,66.0,1790.0
CHNL15,2012-02-15,24.465,81.0,1950.0
CHNL15,2012-03-15,20.045,62.0,2215.0
CHNL15,2012-04-15,4.195,71.5,2125.0
CHNL15,2012-05-15,8.945,106.0,2135.0
CHNL15,2012-06-15,8.065,88.5,1850.0
CHNL15,2012-07-15,12.3,113.0,1845.0
CHNL15,2012-08-15,8.895,86.5,1006.0
CHNL15,2012-09-15,7.975,86.0,783.5
CHNL15,2012-10-15,8.1,92.5,1360.0
CHNL15,2012-11-15,7.760000000000001,88.0,975.0
CHNL15,2012-12-15,8.355,67.5,535.0
CHNL15,2013-01-15,7.835,80.0,1126.5
CHNL15,2013-02-15,5.925,58.5,1049.5
CHNL15,2013-03-15,10.540000000000001,88.0,1315.0
CHNL15,2013-04-15,20.285,69.5,1625.0
CHNL15,2013-05-15,10.16,73.0,1560.0
CHNL15,2013-06-15,7.7299999999999995,97.5,1955.0
CHNL15,2013-07-15,4.029999999999999,111.5,1185.0
CHNL15,2013-08-15,15.725,83.5,1076.0
CHNL15,2013-09-15,11.985000000000001,82.5,1235.0
CHNL15,2013-10-15,7.275,92.0,1655.0
CHNL15,2013-11-15,3.585,73.0,1165.0
CHNL15,2013-12-15,6.725,75.5,952.0
CHNL15,2014-01-15,8.1,79.5,1016.5
CHNL15,2014-02-15,10.775,84.5,1500.0
CHNL15,2014-03-15,17.38,68.5,1320.0
CHNL15,2014-04-15,2.485,54.5,1640.0
CHNL15,2014-05-15,8.055,68.5,1515.0
CHNL15,2014-06-15,10.38,106.5,1140.0
CHNL15,2014-07-15,14.335,87.5,1330.0
CHNL15,2014-08-15,2.815,66.5,845.5
CHNL15,2014-09-15,12.045,95.5,873.5
CHNL15,2014-10-15,5.625,82.5,1495.0
CHNL15,2014-11-15,3.8649999999999998,53.0,1400.0
CHNL15,2014-12-15,2.8800000000000003,55.5,770.0
CHNL15,2015-01-15,30.439999999999998,53.0,2450.0
CHNL15,2015-02-15,15.514999999999999,34.0,975.5
CHNL15,2015-03-15,11.485000000000001,53.5,1370.0
CHNL15,2015-04-15,7.16,60.0,1410.0
CHNL15,2015-05-15,4.069999999999999,69.5,1865.0
CHNL15,2015-06-15,3.305,97.0,1665.0
CHNL15,2015-07-15,4.34,169.0,1425.0
CHNL15,2015-08-15,4.14,56.5,1460.0
CHNL15,2015-09-15,3.2399999999999998,121.0,649.5
CHNL15,2015-10-15,2.77,197.5,890.0
CHNL15,2015-11-15,3.9,144.5,779.0
CHNL15,2015-12-15,2.71,124.0,1145.0
CHNL15,2016-01-15,8.95,78.0,1159.5
CHNL15,2016-02-15,13.0,54.0,1395.0
CHNL15,2016-03-15,10.08,70.0,1052.0
CHNL15,2016-04-15,8.47,72.0,1650.0
CHNL15,2016-05-15,6.015000000000001,67.5,1760.0
CHNL15,2016-06-15,3.5149999999999997,101.5,1340.0
CHNL15,2016-07-15,5.445,82.5,1885.0
CHNL15,2016-08-15,8.755,74.0,1170.0
CHNL15,2016-09-15,4.26,135.0,934.0
CHNL15,2016-10-15,2.66,105.0,1275.0
CHNL15,2016-11-15,2.42,139.0,1930.0
CHNL15,2016-12-15,6.1850000000000005,70.0,2315.0
CHNL15,2017-01-15,6.585,60.0,1650.0
CHNL15,2017-02-15,30.895,58.5,2165.0
CHNL15,2017-03-15,30.700000000000003,59.0,2055.0
CHNL15,2017-04-15,2.755,63.0,1930.0
CHNL15,2017-05-15,5.025,67.5,1805.0
CHNL15,2017-06-15,4.590000000000001,149.0,1265.0
CHNL15,2017-07-15,5.6499999999999995,117.5,1165.0
CHNL15,2017-08-15,8.07,85.0,950.0
CHNL15,2017-09-15,5.78,110.0,1010.0
CHNL15,2017-10-15,4.5,180.0,1215.0
CHNL15,2017-11-15,5.5,140.0,950.0
CHNL15,2017-12-15,6.0,120.0,905.0
CHNL15,2018-01-15,10.0,100.0,1045.0
CHNL15,2018-02-15,8.0,70.0,1485.0
CHNL15,2018-03-15,9.0,80.0,1675.0
CHNL15,2018-04-15,4.0,105.0,2385.0
CHNL15,2018-05-15,2.5,35.0,1540.0
CHNL15,2018-06-15,8.5,100.0,1485.0
CHNL15,2018-07-15,3.5,110.0,625.0
CHNL15,2018-08-15,13.5,165.0,610.0
CHNL15,2018-09-15,22.0,150.0,945.0
CHNL15,2018-10-15,22.0,105.0,1235.0
CHNL15,2018-11-15,17.5,105.0,1140.0
CHNL15,2018-12-15,7.0,80.0,620.0
CHNL15,2019-01-15,7.5,60.0,1490.0
CHNL15,2019-02-15,36.0,75.0,1905.0
CHNL15,2019-03-15,2.5,40.0,2020.0
CHNL15,2019-04-15,11.0,80.0,1750.0
CHNL15,2019-05-15,18.0,60.0,1325.0
CHNL15,2019-06-15,54.0,75.0,780.0
CHNL15,2019-07-15,23.5,70.0,900.0
CHNL15,2019-08-15,16.5,110.0,740.0
CHNL15,2019-09-15,40.5,95.0,585.0
CHNL15,2019-10-15,99.0,60.0,670.0
CHNL15,2019-11-15,31.5,70.0,725.0
CHNL15,2019-12-15,18.5,50.0,730.0
CHNL15,2020-01-15,50.0,52.5,1014.9999999999999
CHNL15,2020-02-15,20.0,45.0,1745.0
CHNL15,2020-03-15,35.0,32.5,1200.0
CHNL15,2020-04-15,20.0,40.0,1200.0
CHNL15,2020-05-15,15.0,70.0,1440.0
CHNL15,2020-06-15,66.0,40.0,460.0
CHNL15,2020-07-15,10.0,80.0,1680.0
CHNL15,2020-08-15,15.5,51.0,1185.0
CHNL15,2020-09-15,27.5,70.0,325.0
CHNL15,2020-10-15,9.5,102.5,1330.0
CHNL15,2020-11-15,16.0,90.0,1495.0
CHNL15,2020-12-15,8.5,100.0,1485.0
CHNL15,2021-01-15,11.0,60.5,1770.0
CHNL15,2021-02-15,25.0,59.5,1925.0
CHNL15,2021-03-15,31.0,73.0,1840.0
CHNL15,2021-04-15,31.0,77.5,1815.0
CHNL15,2021-05-15,28.0,86.0,1570.0
CHNL15,2021-06-15,9.0,63.0,1535.0
CHNL15,2021-07-15,42.5,82.0,1990.0
CHNL15,2021-08-15,22.5,86.5,1600.0
CHNL15,2021-09-15,100.0,109.5,965.0
CHNL15,2021-10-15,7.5,111.0,1400.0
CHNL15,2021-11-15,10.5,79.0,1750.0
CHNL15,2021-12-15,12.0,74.0,2105.0
CHNL15,2022-01-15,9.0,62.0,2065.0
CHNL15,2022-03-15,50.0,60.0,2125.0
CHNL15,2022-04-15,5.5,64.0,2265.0
CHNL15,2022-05-15,7.5,57.0,1870.0
CHNL15,2022-06-15,23.5,93.0,1595.0
CHNL15,2022-07-15,33.0,121.0,1515.0
CHNL15,2022-08-15,32.0,88.5,1004.9999999999999
CHNL15,2022-09-15,18.5,100.5,1030.0
CHNL15,2022-10-15,15.0,111.0,885.0
CHNL15,2022-11-15,19.5,72.0,1130.0
CHNL15,2022-12-15,2.0,65.0,1875.0
CHNL16,2012-01-15,11.0,30.0,700.0
CHNL16,2012-02-15,16.0,20.0,400.0
CHNL16,2012-03-15,12.0,20.0,720.0
CHNL16,2012-04-15,8.0,20.0,500.0
CHNL16,2012-05-15,8.0,20.0,800.0
CHNL16,2012-06-15,8.0,10.0,770.0
CHNL16,2012-07-15,6.0,20.0,640.0
CHNL16,2012-08-15,5.0,10.0,630.0
CHNL16,2012-09-15,6.0,10.0,660.0
CHNL16,2012-10-15,6.0,10.0,680.0
CHNL16,2012-11-15,8.0,10.0,550.0
CHNL16,2012-12-15,6.0,20.0,610.0
CHNL16,2013-01-15,13.0,20.0,850.0
CHNL16,2013-02-15,12.0,30.0,670.0
CHNL16,2013-03-15,13.0,20.0,680.0
CHNL16,2013-04-15,4.0,40.0,690.0
CHNL16,2013-05-15,7.0,40.0,700.0
CHNL16,2013-06-15,6.0,40.0,730.0
CHNL16,2013-07-15,10.0,20.0,660.0
CHNL16,2013-08-15,9.0,20.0,570.0
CHNL16,2013-09-15,12.0,,590.0
CHNL16,2013-10-15,10.0,20.0,650.0
CHNL16,2013-11-15,11.0,30.0,420.0
CHNL16,2013-12-15,11.0,40.0,720.0
CHNL16,2014-01-15,11.0,40.0,800.0
CHNL16,2014-02-15,11.0,40.0,740.0
CHNL16,2014-03-15,11.0,30.0,620.0
CHNL16,2014-04-15,10.0,30.0,590.0
CHNL16,2014-05-15,15.0,40.0,540.0
CHNL16,2014-06-15,4.0,20.0,620.0
CHNL16,2014-07-15,2.0,30.0,590.0
CHNL16,2014-08-15,6.0,20.0,560.0
CHNL16,2014-09-15,6.0,20.0,420.0
CHNL16,2014-10-15,5.0,10.0,670.0
CHNL16,2014-11-15,5.0,20.0,500.0
CHNL16,2014-12-15,5.0,40.0,570.0
CHNL16,2015-01-15,13.0,40.0,690.0
CHNL16,2015-02-15,11.0,50.0,680.0
CHNL16,2015-03-15,7.0,50.0,740.0
CHNL16,2015-04-15,7.0,50.0,750.0
CHNL16,2015-06-15,2.0,50.0,710.0
CHNL16,2015-07-15,1.0,40.0,720.0
CHNL16,2015-08-15,2.8,40.0,870.0
CHNL16,2015-09-15,4.0,20.0,710.0
CHNL16,2015-10-15,3.0,40.0,870.0
CHNL16,2015-11-15,2.0,40.0,770.0
CHNL16,2015-12-15,6.0,50.0,760.0
CHNL16,2016-01-15,3.0,40.0,690.0
CHNL16,2016-02-15,7.0,50.0,730.0
CHNL16,2016-03-15,3.0,40.0,790.0
CHNL16,2016-04-15,7.0,50.0,610.0
CHNL16,2016-05-15,8.0,50.0,710.0
CHNL16,2016-06-15,7.0,20.0,730.0
CHNL16,2016-07-15,5.0,30.0,770.0
CHNL16,2016-08-15,4.0,40.0,770.0
CHNL16,2016-09-15,4.0,,770.0
CHNL16,2016-10-15,5.0,20.0,890.0
CHNL16,2016-11-15,5.0,40.0,830.0
CHNL16,2016-12-15,5.0,30.0,900.0
CHNL16,2017-01-15,4.0,40.0,860.0
CHNL16,2017-02-15,5.0,50.0,850.0
CHNL16,2017-03-15,11.0,40.0,800.0
CHNL16,2017-04-15,8.0,50.0,760.0
CHNL16,2017-05-15,4.0,50.0,650.0
CHNL16,2017-06-15,6.0,60.0,810.0
CHNL16,2017-07-15,4.0,40.0,830.0
CHNL16,2017-08-15,4.0,30.0,840.0
CHNL16,2017-09-15,6.0,30.0,810.0
CHNL16,2017-10-15,17.67,43.33,690.0
CHNL16,2017-11-15,16.330000000000002,53.330000000000005,596.6700000000001
CHNL16,2017-12-15,6.0,50.0,883.3299999999999
CHNL16,2018-01-15,10.0,56.67,976.6700000000001
CHNL16,2018-02-15,4.33,50.0,720.0
CHNL16,2018-03-15,4.0,50.0,760.0
CHNL16,2018-04-15,3.0,50.0,720.0
CHNL16,2018-05-15,6.0,50.0,810.0
CHNL16,2018-06-15,5.0,50.0,720.0
CHNL16,2018-07-15,5.0,40.0,630.0
CHNL16,2018-08-15,9.0,30.0,790.0
CHNL16,2018-09-15,7.0,20.0,710.0
CHNL16,2018-10-15,8.0,20.0,560.0
CHNL16,2018-11-15,11.0,30.0,680.0
CHNL16,2018-12-15,4.0,40.0,770.0
CHNL16,2019-01-15,6.0,30.0,710.0
CHNL16,2019-02-15,9.0,40.0,770.0
CHNL16,2019-03-15,7.33,40.0,570.0
CHNL16,2019-04-15,6.0,40.0,650.0
CHNL16,2019-05-15,6.0,30.0,640.0
CHNL16,2019-06-15,6.0,30.0,710.0
CHNL16,2019-07-15,13.0,10.0,540.0
CHNL16,2019-08-15,11.0,40.0,820.0
CHNL16,2019-09-15,8.0,20.0,640.0
CHNL16,2019-10-15,15.0,30.0,780.0
CHNL16,2019-11-15,10.0,20.0,650.0
CHNL16,2019-12-15,10.0,20.0,670.0
CHNL16,2020-01-15,10.0,42.0,310.0
CHNL16,2020-02-15,20.0,40.0,610.0
CHNL16,2020-03-15,10.0,50.0,780.0
CHNL16,2020-05-15,10.0,47.0,740.0
CHNL16,2020-06-15,10.0,36.0,350.0
CHNL16,2020-07-15,9.0,30.0,460.0
CHNL16,2020-08-15,10.0,26.0,370.0
CHNL16,2020-09-15,13.0,26.0,450.0
CHNL16,2020-10-15,15.0,27.0,380.0
CHNL16,2020-11-15,11.0,38.0,590.0
CHNL16,2020-12-15,3.0,46.0,670.0
CHNL16,2021-01-15,27.0,40.0,570.0
CHNL16,2021-02-15,38.0,36.0,460.0
CHNL16,2021-03-15,9.0,34.0,450.0
CHNL16,2021-04-15,8.0,35.0,510.0
CHNL16,2021-05-15,1.0,36.0,600.0
CHNL16,2021-06-15,1.0,30.0,620.0
CHNL16,2021-07-15,1.0,16.0,480.0
CHNL16,2021-08-15,1.0,13.0,500.0
CHNL16,2021-09-15,9.0,15.0,420.0
CHNL16,2021-10-15,10.0,17.0,320.0
CHNL16,2021-11-15,3.0,34.0,260.0
CHNL16,2021-12-15,4.0,35.0,310.0
CHNL16,2022-01-15,3.0,28.0,270.0
CHNL16,2022-02-15,5.0,30.0,350.0
CHNL16,2022-03-15,5.0,36.0,270.0
CHNL16,2022-04-15,7.0,32.0,260.0
CHNL16,2022-05-15,4.0,21.0,240.0
CHNL16,2022-06-15,5.0,22.0,230.0
CHNL16,2022-07-15,4.0,21.0,350.0
CHNL16,2022-08-15,11.0,17.0,900.0
CHNL16,2022-09-15,9.0,14.0,780.0
CHNL16,2022-10-15,7.0,15.0,880.0
CHNL16,2022-11-15,10.0,25.0,840.0
CHNL16,2022-12-15,5.0,30.0,810.0
CHNL17,2014-01-15,4.96,209.5,1955.0
CHNL17,2014-02-15,8.11,81.5,1815.0
CHNL17,2014-03-15,5.495,52.5,1725.0
CHNL17,2014-05-15,5.1850000000000005,93.5,1740.0
CHNL17,2014-06-15,15.594999999999999,155.5,1440.0
CHNL17,2014-07-15,33.311,448.0,4220.0
CHNL17,2014-08-15,35.967,111.5,2495.0
CHNL17,2014-09-15,16.17,158.5,1890.0
CHNL17,2014-10-15,10.565,47.5,1170.0
CHNL17,2014-12-15,8.17,63.0,1270.0
CHNL17,2015-01-15,7.22,78.0,1390.0
CHNL17,2015-02-15,6.8999999999999995,64.0,1475.0
CHNL17,2015-03-15,6.5649999999999995,68.0,1420.0
CHNL17,2015-05-15,5.24,141.5,1200.0
CHNL17,2015-06-15,5.25,90.5,1230.0
CHNL17,2015-07-15,19.125,150.5,1165.0
CHNL17,2015-08-15,4.825,110.5,1965.0
CHNL17,2015-09-15,13.12,164.0,1245.0
CHNL17,2015-10-15,31.0,151.5,1525.0
CHNL17,2015-12-15,13.34,100.5,1835.0
CHNL17,2016-01-15,9.995000000000001,74.0,2029.9999999999998
CHNL17,2016-02-15,3.395,149.0,2250.0
CHNL17,2016-03-15,10.915,72.5,1560.0
CHNL17,2016-05-15,18.450000000000003,108.0,995.0
CHNL17,2016-06-15,7.63,99.0,1170.0
CHNL17,2016-07-15,20.674999999999997,123.0,1445.0
CHNL17,2016-08-15,16.25,153.5,1305.0
CHNL17,2016-09-15,18.62,80.0,1265.0
CHNL17,2016-10-15,8.675,134.5,875.0
CHNL17,2016-12-15,33.0,36.0,740.0
CHNL17,2017-01-15,9.495,123.5,2545.0
CHNL17,2017-02-15,7.88,84.0,1920.0
CHNL17,2017-03-15,9.16,130.0,1870.0
CHNL17,2017-09-15,7.0,140.0,1045.0
CHNL17,2017-10-15,7.0,110.0,930.0
CHNL17,2017-12-15,5.0,105.0,1620.0
CHNL17,2018-01-15,3.5,105.0,1680.0
CHNL17,2018-02-15,4.0,120.0,1820.0
CHNL17,2018-03-15,7.0,105.0,1910.0
CHNL17,2018-05-15,8.0,235.0,1720.0
CHNL17,2018-06-15,8.0,160.0,1460.0
CHNL17,2018-07-15,7.0,230.0,1860.0
CHNL17,2018-08-15,7.0,175.0,1715.0
CHNL17,2018-09-15,6.5,125.0,1300.0
CHNL17,2018-10-15,3.5,115.0,1585.0
CHNL17,2018-12-15,3.5,105.0,1380.0
CHNL17,2020-01-15,7.5,125.0,2500.0
CHNL17,2020-02-15,25.0,230.0,3040.0
CHNL17,2020-03-15,15.0,140.0,1475.0
CHNL17,2020-05-15,15.0,70.0,1080.0
CHNL17,2020-06-15,15.5,80.0,1330.0
CHNL17,2020-07-15,13.0,105.0,965.0
CHNL17,2020-08-15,12.5,120.0,535.0
CHNL17,2020-09-15,15.5,85.0,1265.0
CHNL17,2020-10-15,11.0,90.0,940.0
CHNL17,2020-12-15,9.0,95.0,1085.0
CHNL18,2016-01-15,4.6,20.0,210.0
CHNL18,2016-02-15,1.4,21.0,520.0
CHNL18,2016-03-15,2.2,20.0,479.0
CHNL18,2016-04-15,2.3,20.0,633.0
CHNL18,2016-05-15,2.0,20.0,450.0
CHNL18,2016-06-15,2.1,10.0,150.0
CHNL18,2016-07-15,1.6,10.0,350.0
CHNL18,2016-08-15,1.3,,350.0
CHNL18,2016-09-15,0.8,20.0,340.0
CHNL18,2016-10-15,1.2,20.0,344.0
CHNL18,2016-11-15,1.1,10.0,412.0
CHNL18,2016-12-15,1.8,10.0,412.0
CHNL18,2017-01-15,0.9,10.0,402.0
CHNL18,2017-02-15,0.6,,420.0
CHNL18,2017-03-15,1.2,10.0,90.0
CHNL18,2017-04-15,2.0,10.0,90.0
CHNL18,2017-05-15,3.1,,90.0
CHNL18,2017-06-15,1.8,,90.0
CHNL18,2017-07-15,1.0,10.0,130.0
CHNL18,2017-08-15,2.0,,140.0
CHNL18,2017-09-15,2.1,,130.0
CHNL18,2017-10-15,2.6,,330.0
CHNL18,2017-11-15,2.0,,210.0
CHNL18,2017-12-15,1.0,,90.0
CHNL18,2018-01-15,5.0,46.67,411.66999999999996
CHNL18,2018-02-15,4.0,13.33,436.67
CHNL18,2018-03-15,4.0,10.0,470.0
CHNL18,2018-04-15,5.0,5.0,260.0
CHNL18,2018-05-15,5.0,20.0,460.0
CHNL18,2018-06-15,7.0,20.0,330.0
CHNL18,2018-07-15,18.0,60.0,360.0
CHNL18,2018-08-15,17.0,30.0,440.0
CHNL18,2018-09-15,12.0,20.0,470.0
CHNL18,2018-10-15,17.0,10.0,480.0
CHNL18,2018-11-15,13.0,20.0,440.0
CHNL18,2018-12-15,9.0,20.0,440.0
CHNL18,2019-01-15,7.0,20.0,320.0
CHNL18,2019-02-15,6.0,10.0,830.0
CHNL18,2019-03-15,4.67,10.0,840.0
CHNL18,2019-04-15,5.0,10.0,510.0
CHNL18,2019-05-15,7.0,10.0,390.0
CHNL18,2019-06-15,6.0,30.0,780.0
CHNL18,2019-07-15,24.0,20.0,540.0
CHNL18,2019-08-15,12.0,20.0,690.0
CHNL18,2019-09-15,11.0,20.0,380.0
